Refi Incentive(1/10th bp),Refi Incentive(1/10th bp) Description,Credit Score,Credit Score Description,Factor Date,Current Remaining Principal Balance ,Item Count ,Weighted Average Gross Coupon ,Weighted Average Maturity ,Weighted Average Loan Age ,Weighted Average Original Loan Size ,Weighted Average Loan Size ,Original Loan Amount ,CPR 1M ,CCR 1M (Curtailment) 
-1500,>-1.75 and <=-1.5,680,>550 and <=680,4/1/2009,5411736.898,25,,305.0151218,55.0763374,281467.9321,259938.5799,5907049,63.01799068,-0.258235892
-1500,>-1.75 and <=-1.5,740,>680 and <=740,4/1/2009,17982727.1,92,,303.3292997,56.67025677,252924.1501,227467.7784,20363293,18.90201342,2.971279796
-1500,>-1.75 and <=-1.5,29999,>740,4/1/2009,34792090.67,190,,302.0592319,57.8847815,244326.8665,221463.1539,39579426,22.58692506,0.256991111
-1250,>-1.5 and <=-1.25,680,>550 and <=680,4/1/2009,16701931.4,88,3.749999958,298.0347006,59.3916176,237462.5652,218739.9895,18259976,12.03683985,-0.317163249
-1250,>-1.5 and <=-1.25,740,>680 and <=740,4/1/2009,51507446,277,3.750000017,295.651719,58.16796377,244397.2623,221097.5454,57609560,22.26633773,-0.215872337
-1250,>-1.5 and <=-1.25,29999,>740,4/1/2009,130749892.9,724,3.750000028,298.8651501,58.12347642,244262.4405,217103.5509,152423248,28.58577851,3.309718469
-1000,>-1.25 and <=-1,-999,N.A.,4/1/2009,125083,1,,294,66,140000.0049,125082.9962,140000,-0.362234941,-0.362234941
-1000,>-1.25 and <=-1,550,<=550,4/1/2009,24877.90039,1,,174,186,35000.00058,24877.90136,35000,-0.803659124,-0.803659124
-1000,>-1.25 and <=-1,680,>550 and <=680,4/1/2009,49258662.02,258,3.96021757,297.6472511,57.18475306,251663.9386,229038.6787,55123568,17.37975273,1.179363643
-1000,>-1.25 and <=-1,740,>680 and <=740,4/1/2009,168147757.4,882,3.92802333,298.1653956,55.94041398,246397.3977,224635.4995,188615246,29.67911547,0.808593753
-1000,>-1.25 and <=-1,29999,>740,4/1/2009,404804587.2,2149,3.953860312,298.1627578,57.8649481,251772.1255,223755.8542,473681129,46.49757129,1.874474053
-750,>-1 and <=-0.75,-999,N.A.,4/1/2009,766292,3,4.25,227.6108755,21.50956424,260907.1586,258384.8772,773800,0.089335724,0.089335724
-750,>-1 and <=-0.75,550,<=550,4/1/2009,547762.2031,3,4.250000118,298.8515771,61.14842293,310211.1001,305821.5871,564100,-0.170694909,-0.170694909
-750,>-1 and <=-0.75,680,>550 and <=680,4/1/2009,105641266.1,568,4.24641346,289.6304115,41.85073367,246559.2895,231461.894,114206977,13.75092513,0.713177658
-750,>-1 and <=-0.75,740,>680 and <=740,4/1/2009,482822373.6,2345,4.249217668,291.6856517,29.7313638,263783.0291,251998.8577,512652078,16.83359873,0.88336432
-750,>-1 and <=-0.75,29999,>740,4/1/2009,1712806209,8243,4.249372322,287.3431225,21.37237963,266133.8879,256292.2999,1809393289,20.5553253,1.081360456
-500,>-0.75 and <=-0.5,-999,N.A.,4/1/2009,5521225.803,33,4.416042775,189.2950122,13.62027606,226076.4606,216282.5744,5791152,0.300793283,0.300793283
-500,>-0.75 and <=-0.5,550,<=550,4/1/2009,274207.6992,3,4.420937362,312.3892681,45.22836558,113473.8232,104995.4794,295291,0.158562548,0.158562548
-500,>-0.75 and <=-0.5,680,>550 and <=680,4/1/2009,310960599.4,1766,4.457645793,280.3150402,28.01457261,236656.8992,227250.4598,327812098,11.52813491,0.618818197
-500,>-0.75 and <=-0.5,740,>680 and <=740,4/1/2009,1654814082,8228,4.45809011,294.7323451,15.69396524,260795.0299,254820.1978,1710741970,8.760363574,0.688996818
-500,>-0.75 and <=-0.5,29999,>740,4/1/2009,7131926026,34300,4.456803415,300.2848728,8.689918623,265831.8955,261905.5449,7296651148,7.04321177,0.936148226
-250,>-0.5 and <=-0.25,-999,N.A.,4/1/2009,22728524.3,136,4.725787016,190.4299501,14.90246909,233088.2998,220889.0509,24149473,5.929021159,0.590300805
-250,>-0.5 and <=-0.25,550,<=550,4/1/2009,1693549.098,16,4.683354631,246.3465702,44.27446661,130529.313,116216.2874,1957442,0.01077759,0.01077759
-250,>-0.5 and <=-0.25,680,>550 and <=680,4/1/2009,741307439.1,3939,4.723766755,290.4671132,20.71979739,251803.9441,244259.2294,773145958,7.684635297,0.219388175
-250,>-0.5 and <=-0.25,740,>680 and <=740,4/1/2009,4517476731,20511,4.726411315,314.3801735,10.63840584,276375.5729,272148.2297,4621058712,5.335569366,0.378308316
-250,>-0.5 and <=-0.25,29999,>740,4/1/2009,18910363309,84419,4.725294827,322.394487,5.848119409,278239.3194,275304.9138,19233396478,4.377168011,0.677063786
0,>-0.25 and <=0,-999,N.A.,4/1/2009,60077185.59,321,4.927413155,202.6847538,14.00847598,241080.6078,229467.6071,63431175,3.005130017,1.624163762
0,>-0.25 and <=0,550,<=550,4/1/2009,5685080.486,41,4.98122056,296.5011656,37.90363139,205615.6722,196574.5946,6105541,0.069191824,0.069191824
0,>-0.25 and <=0,680,>550 and <=680,4/1/2009,1669088649,8839,4.932439003,300.7190696,17.49035974,252693.4469,246048.2864,1730674057,7.246578581,0.446891356
0,>-0.25 and <=0,740,>680 and <=740,4/1/2009,8781788669,39842,4.925379353,320.169751,10.47536724,278486.8607,274321.4365,8973334366,6.818206127,0.54026285
0,>-0.25 and <=0,29999,>740,4/1/2009,31593473619,141619,4.920242474,326.0835911,6.336086694,281185.8032,277936.5962,32150501003,6.532335805,0.85447986
250,>0 and <=0.25,-999,N.A.,4/1/2009,61773316.9,306,5.212033368,278.8103114,16.51456047,261286.214,252174.2838,64435446,0.617729966,0.617729966
250,>0 and <=0.25,550,<=550,4/1/2009,7373988.693,62,5.195567749,294.7981992,42.92838878,166727.2427,156293.7555,8145702,14.42772916,0.312770731
250,>0 and <=0.25,680,>550 and <=680,4/1/2009,2035322998,10929,5.209482949,295.1907429,20.42259037,252168.289,244644.0048,2119172227,8.823787299,0.460115185
250,>0 and <=0.25,740,>680 and <=740,4/1/2009,8393230255,38247,5.205759536,311.8830514,14.95261727,281066.271,275116.1954,8643716767,10.24049273,0.739135398
250,>0 and <=0.25,29999,>740,4/1/2009,22952459286,103215,5.202217391,314.8250292,11.37777923,286276.2407,280503.0045,23650267691,16.74580098,1.076839076
29999,>0.25,-999,N.A.,4/1/2009,2322492336,13655,6.268461554,326.7498119,20.79422495,235994.4335,229827.5429,2410824985,26.31934935,0.90921308
29999,>0.25,550,<=550,4/1/2009,2027638168,17909,7.407516602,311.067707,36.40122782,172260.672,166874.5688,2135521929,15.96941297,0.092117565
29999,>0.25,680,>550 and <=680,4/1/2009,1.7359E+11,1015485,6.462282636,324.5596161,24.16320531,227709.9819,222050.563,1.78764E+11,16.57633159,0.199891175
29999,>0.25,740,>680 and <=740,4/1/2009,2.93129E+11,1520484,6.26423537,324.7857046,22.77749078,252253.0549,246209.4484,3.01871E+11,21.80126132,0.327124489
29999,>0.25,29999,>740,4/1/2009,4.02507E+11,2131145,6.132608927,321.0196031,21.50305388,252712.04,245552.1079,4.1822E+11,35.63350031,0.79583259
-2000,<=-2,680,>550 and <=680,3/1/2009,2920475.701,16,,302.0528251,57.94717487,240996.5173,218858.3137,3195615,-0.844946162,-0.844946162
-2000,<=-2,740,>680 and <=740,3/1/2009,10295470.6,47,,316.6054341,42.93301218,280450.3695,270709.8006,10882855,-0.437717414,-0.437717414
-2000,<=-2,29999,>740,3/1/2009,16205314.7,73,,315.6042213,43.38181469,301980.7716,285221.7136,17615741,27.98658091,1.754242951
-1750,>-2 and <=-1.75,680,>550 and <=680,3/1/2009,1787026.5,10,,301.5120267,58.4879733,252203.1454,228931.2333,1972724,-0.123335649,-0.123335649
-1750,>-2 and <=-1.75,740,>680 and <=740,3/1/2009,8269689.098,43,,303.9787918,56.03999401,246437.5885,223931.2219,9252585,-0.122822034,-0.122822034
-1750,>-2 and <=-1.75,29999,>740,3/1/2009,15785336.91,85,,305.5551958,54.41664098,246598.2203,226498.7384,17710378,0.239139908,0.239139908
-1500,>-1.75 and <=-1.5,680,>550 and <=680,3/1/2009,9978480.898,47,,305.6794776,54.37028883,260615.1434,242954.1115,10777735,24.88658213,-0.260434509
-1500,>-1.75 and <=-1.5,740,>680 and <=740,3/1/2009,28735136.16,156,,302.1026284,57.18210997,244112.3712,219281.9707,32526010,8.644108438,0.037435224
-1500,>-1.75 and <=-1.5,29999,>740,3/1/2009,68108540.94,377,,301.5918169,57.84171449,245136.6329,217871.6525,79243616,44.75868596,1.851004703
-1250,>-1.5 and <=-1.25,-999,N.A.,3/1/2009,125299,1,,295,65,139999.9946,125298.9966,140000,-0.372181503,-0.372181503
-1250,>-1.5 and <=-1.25,680,>550 and <=680,3/1/2009,32292770.7,172,3.825483594,298.5720109,57.24695153,241422.4088,219870.9189,36206662,30.60513723,-0.202357196
-1250,>-1.5 and <=-1.25,740,>680 and <=740,3/1/2009,123051109.2,641,3.838211846,297.6861817,55.10651646,248639.6151,227397.7537,137267353,17.99310978,0.48874864
-1250,>-1.5 and <=-1.25,29999,>740,3/1/2009,285374188.2,1539,3.823180385,298.9218098,57.01803717,247478.5431,220391.7107,332013579,35.13283022,1.24845051
-1000,>-1.25 and <=-1,550,<=550,3/1/2009,24966.69922,1,,175,185,35000.00093,24966.69898,35000,-0.799847576,-0.799847576
-1000,>-1.25 and <=-1,680,>550 and <=680,3/1/2009,57082836.5,300,4.05559714,300.015739,57.02669778,251294.1618,229022.2279,63407323,13.69521914,0.07143395
-1000,>-1.25 and <=-1,740,>680 and <=740,3/1/2009,187965139,960,4.046102555,300.9300652,54.61739177,256124.6483,233183.6589,210559236,34.94054881,1.38318307
-1000,>-1.25 and <=-1,29999,>740,3/1/2009,507439811.4,2605,4.07304701,300.0018101,56.22448621,259687.9701,232356.357,588588942,41.1460965,3.076778465
-750,>-1 and <=-0.75,-999,N.A.,3/1/2009,3565419.902,20,4.374999997,185.7952639,17.26999583,224802.5566,214564.9459,3737182,0.267428959,0.267428959
-750,>-1 and <=-0.75,550,<=550,3/1/2009,722506.8008,5,4.329380802,300.0874698,59.00657447,264133.9874,258559.4989,754841,-0.069593444,-0.069593444
-750,>-1 and <=-0.75,680,>550 and <=680,3/1/2009,136888297.9,754,4.325853295,294.8198427,47.53979062,240525.0835,224438.213,149108744,12.71357652,0.001080647
-750,>-1 and <=-0.75,740,>680 and <=740,3/1/2009,504532097.3,2521,4.332624274,297.7489413,36.92765007,259659.072,246233.6286,542018632,17.76529879,0.775363744
-750,>-1 and <=-0.75,29999,>740,3/1/2009,1508707709,7457,4.335681956,292.4883323,28.86700778,262343.8689,249874.0815,1620728283,25.95798208,0.808333382
-500,>-0.75 and <=-0.5,-999,N.A.,3/1/2009,6597354.707,42,4.593060115,195.9809406,15.79198351,228445.3134,217595.46,6969874,0.578501518,0.578501518
-500,>-0.75 and <=-0.5,550,<=550,3/1/2009,536592.6016,5,4.554961421,285.6235606,55.4583198,137814.9607,124811.6465,598421,99.33291934,-0.06142613
-500,>-0.75 and <=-0.5,680,>550 and <=680,3/1/2009,243265041.3,1412,4.557766726,286.5595541,39.86712205,235987.3801,223129.0252,261578166,14.05071163,0.69215681
-500,>-0.75 and <=-0.5,740,>680 and <=740,3/1/2009,992599401.5,4989,4.562740212,293.0474662,29.11784356,259331.3435,248724.1691,1053235761,13.47682752,0.841583015
-500,>-0.75 and <=-0.5,29999,>740,3/1/2009,3190219435,15477,4.560073261,293.7915418,20.36077708,265404.7227,256121.3576,3370838786,14.19803951,0.92993891
-250,>-0.5 and <=-0.25,-999,N.A.,3/1/2009,49711082.13,275,4.831928374,186.5485218,12.74700628,235801.5902,225158.3979,52247421,3.536913206,0.695260185
-250,>-0.5 and <=-0.25,550,<=550,3/1/2009,2453552.5,19,4.834814715,282.4517475,44.83975736,179732.8089,170182.7824,2652836,-0.004652962,-0.004652962
-250,>-0.5 and <=-0.25,680,>550 and <=680,3/1/2009,837137141.3,4574,4.834241183,280.007637,26.64803633,247157.3862,236943.0895,885444655,10.50991457,0.358221097
-250,>-0.5 and <=-0.25,740,>680 and <=740,3/1/2009,3904672498,18251,4.83318085,299.2698683,17.6956147,273802.2063,266851.8333,4051436152,8.154679727,0.584624037
-250,>-0.5 and <=-0.25,29999,>740,3/1/2009,12291174467,57218,4.832203137,303.3237151,11.28337118,275336.9406,269591.0446,12710801961,8.545620627,1.006096591
0,>-0.25 and <=0,-999,N.A.,3/1/2009,47680570.3,252,5.051718004,221.7085613,16.76939092,246655.3316,234579.4229,50481324,3.228343594,0.528252717
0,>-0.25 and <=0,550,<=550,3/1/2009,6385669.699,51,5.062892768,297.0796129,44.57188919,182443.0164,172263.5863,7016496,0.350753761,0.350753761
0,>-0.25 and <=0,680,>550 and <=680,3/1/2009,1193080737,6570,5.06114503,285.6815727,24.97045181,248397.8263,239587.947,1251639790,12.71937064,0.447161334
0,>-0.25 and <=0,740,>680 and <=740,3/1/2009,4727392988,22106,5.059042438,299.1732877,18.46918988,275515.7453,268370.8054,4903233778,11.11014756,0.52755623
0,>-0.25 and <=0,29999,>740,3/1/2009,12775865429,59339,5.056954172,300.3384254,13.74347388,279318.9172,272364.0071,13257844497,12.61676017,0.998519576
250,>0 and <=0.25,-999,N.A.,3/1/2009,126366659.5,597,5.336364219,290.3223227,14.08656637,270933.8566,262984.123,130964193,8.860210755,0.372405458
250,>0 and <=0.25,550,<=550,3/1/2009,15391021.21,125,5.344381235,288.4761424,45.20354129,185138.8469,172278.4257,16750102,0.037823017,0.037823017
250,>0 and <=0.25,680,>550 and <=680,3/1/2009,2846431944,15466,5.323738327,289.6382623,22.2938108,249086.6802,240612.3591,2977578692,9.92008395,0.377866484
250,>0 and <=0.25,740,>680 and <=740,3/1/2009,10614386093,48806,5.322120936,305.1257076,17.38526097,278673.8282,271664.7632,10986188000,10.68449476,0.534848967
250,>0 and <=0.25,29999,>740,3/1/2009,26290526989,120084,5.319781583,305.2866554,14.40034436,282517.1635,275258.9474,27286157518,16.40732568,0.940137545
29999,>0.25,-999,N.A.,3/1/2009,2290813654,13512,6.302546074,329.6523748,20.00763049,235011.964,229254.058,2373620858,23.6494229,0.789282324
29999,>0.25,550,<=550,3/1/2009,2049588458,17991,7.419293911,312.5952201,35.09232999,172702.8898,167557.9767,2154379486,19.86845596,0.068610077
29999,>0.25,680,>550 and <=680,3/1/2009,1.74421E+11,1018628,6.474373659,325.8129496,23.23504704,227595.7967,222181.6871,1.79388E+11,17.89774797,0.153958887
29999,>0.25,740,>680 and <=740,3/1/2009,2.91907E+11,1513324,6.284838689,325.9906975,21.97242102,251891.3284,246085.7647,3.00257E+11,22.18202808,0.278834973
29999,>0.25,29999,>740,3/1/2009,3.99455E+11,2113509,6.16574493,322.252678,20.87025729,252157.867,245214.6363,4.14547E+11,35.97253176,0.668317152
-2000,<=-2,680,>550 and <=680,2/1/2009,2124753.199,12,,302.6739292,57.32607082,236365.9794,219552.901,2286525,85.74132931,-1.190425029
-2000,<=-2,740,>680 and <=740,2/1/2009,8920983.504,40,,319.7570502,39.70665533,283906.1482,276311.016,9365655,-0.102657046,-0.102657046
-2000,<=-2,29999,>740,2/1/2009,13652670,57,,320.8181754,39.17974528,324066.7371,308002.222,14743153,32.46578767,-0.157402661
-1750,>-2 and <=-1.75,680,>550 and <=680,2/1/2009,1807572.5,10,,303.8117915,56.1882085,230823.7015,208324.1253,1996815,-0.158429631,-0.158429631
-1750,>-2 and <=-1.75,740,>680 and <=740,2/1/2009,5015903.695,28,,302.7724464,57.25187067,239575.5449,215132.4669,5713192,-0.777556388,-0.777556388
-1750,>-2 and <=-1.75,29999,>740,2/1/2009,9469255.402,54,,301.8404062,56.41597183,235535.9052,212602.6695,10812959,48.06975512,-0.064814107
-1500,>-1.75 and <=-1.5,680,>550 and <=680,2/1/2009,5820595.699,27,,306.5440329,53.54145575,277838.5606,256953.8793,6342049,27.28994776,-0.376028821
-1500,>-1.75 and <=-1.5,740,>680 and <=740,2/1/2009,18742853.61,96,,305.2629906,54.73654664,250604.527,226322.9749,21061693,26.77379241,2.267699641
-1500,>-1.75 and <=-1.5,29999,>740,2/1/2009,37242003.3,200,,304.4123802,55.53514121,246758.0079,224365.5747,42149526,29.00860017,0.477754204
-1250,>-1.5 and <=-1.25,680,>550 and <=680,2/1/2009,17417964.51,91,3.749999958,300.0330056,57.47566426,237693.9432,219417.3112,18990584,-0.768539308,-0.768539308
-1250,>-1.5 and <=-1.25,740,>680 and <=740,2/1/2009,53584615.56,288,3.749999983,297.3893798,56.24698312,243614.3753,221268.656,59826460,15.33205802,-0.229058939
-1250,>-1.5 and <=-1.25,29999,>740,2/1/2009,143767300.7,784,3.749999967,300.8083142,56.25459795,244942.5136,218556.1869,166336357,43.63864233,2.689859036
-1000,>-1.25 and <=-1,-999,N.A.,2/1/2009,125515,1,,296,64,140000.0008,125514.996,140000,-0.362918488,-0.362918488
-1000,>-1.25 and <=-1,550,<=550,2/1/2009,25055.09961,1,,176,184,35000.00102,25055.09959,35000,-0.795984517,-0.795984517
-1000,>-1.25 and <=-1,680,>550 and <=680,2/1/2009,51246554.5,267,3.959931848,299.5359966,55.39611035,251582.7806,229287.2647,57175518,30.34106403,4.125344232
-1000,>-1.25 and <=-1,740,>680 and <=740,2/1/2009,176725144.1,924,3.929759556,300.0018439,54.14545163,246071.5869,224725.9448,197742693,27.5727755,0.100555271
-1000,>-1.25 and <=-1,29999,>740,2/1/2009,443525656.2,2337,3.953972702,300.2373506,56.02247552,252457.1043,224834.6318,517377088,43.66126255,2.248035839
-750,>-1 and <=-0.75,-999,N.A.,2/1/2009,482836,2,,305.7064241,54.29357587,262261.0768,253033.6669,505000,99.73454511,0.144159173
-750,>-1 and <=-0.75,550,<=550,2/1/2009,549663.8984,3,4.25,300.8519206,59.14807943,310203.3082,306867.5176,564100,-0.171233457,-0.171233457
-750,>-1 and <=-0.75,680,>550 and <=680,2/1/2009,84010122.51,459,4.236714532,299.8843681,53.03034523,243833.5262,224766.7072,92426879,24.19282197,1.263534112
-750,>-1 and <=-0.75,740,>680 and <=740,2/1/2009,286156601.9,1433,4.240757969,301.3914809,50.34952644,261054.4785,241176.4133,315596473,27.98984817,0.850114054
-750,>-1 and <=-0.75,29999,>740,2/1/2009,709172454.2,3662,4.238785108,297.4957918,52.19666357,259730.2178,235821.7943,806445832,38.90254965,1.14758402
-500,>-0.75 and <=-0.5,-999,N.A.,2/1/2009,4785023.197,29,4.413456535,176.7426552,13.66789059,210619.1064,201086.9347,5011752,0.303556807,0.303556807
-500,>-0.75 and <=-0.5,550,<=550,2/1/2009,275217,3,4.420906049,314.3792171,43.23777238,113486.8542,105402.3122,295291,0.152405446,0.152405446
-500,>-0.75 and <=-0.5,680,>550 and <=680,2/1/2009,175711115.3,1022,4.469979599,294.8644875,47.51965841,233525.8985,218277.1901,191211105,17.69877505,0.074022565
-500,>-0.75 and <=-0.5,740,>680 and <=740,2/1/2009,563726893,2965,4.465291932,295.0314534,43.48026136,255643.4759,239769.6815,615003159,25.09322085,0.47366042
-500,>-0.75 and <=-0.5,29999,>740,2/1/2009,1348157234,7058,4.469735817,291.2371299,41.2622658,258489.5878,240590.6791,1495643201,27.3727521,1.363063559
-250,>-0.5 and <=-0.25,-999,N.A.,2/1/2009,22382426.1,135,4.725103201,187.1674138,13.31056804,228649.6029,217888.4524,23612473,5.564665916,0.856297683
-250,>-0.5 and <=-0.25,550,<=550,2/1/2009,1297265.203,11,4.712226108,277.2003717,50.40900471,140228.2961,130531.4147,1406197,-0.384258887,-0.384258887
-250,>-0.5 and <=-0.25,680,>550 and <=680,2/1/2009,368918273.3,2071,4.725314484,278.7220383,38.71390768,245955.7134,232518.5647,397157238,13.23178585,0.177888163
-250,>-0.5 and <=-0.25,740,>680 and <=740,2/1/2009,1318048517,6482,4.727008828,282.1203737,32.11193557,271042.1874,258900.8505,1406513454,15.03238222,0.563282861
-250,>-0.5 and <=-0.25,29999,>740,2/1/2009,3178074021,16101,4.725661133,274.8019158,27.12508325,271350.7168,258128.1166,3436766401,18.47120611,1.1591462
0,>-0.25 and <=0,-999,N.A.,2/1/2009,60950309.02,322,4.928214202,202.6681037,12.73367988,241447.0076,231520.8182,63848313,12.24232155,0.645015214
0,>-0.25 and <=0,550,<=550,2/1/2009,4364330.605,34,4.976068058,280.5527803,46.45720196,193066.8523,182170.7661,4755607,33.9127471,0.242310836
0,>-0.25 and <=0,680,>550 and <=680,2/1/2009,944773930.8,5264,4.945052818,273.7456035,28.35256564,246964.0072,236483.6217,1000205397,11.81983086,0.257540734
0,>-0.25 and <=0,740,>680 and <=740,2/1/2009,3416071285,16307,4.945911891,281.9151226,23.36840951,273547.8305,264546.0489,3581177988,10.97148181,0.477311452
0,>-0.25 and <=0,29999,>740,2/1/2009,8289825998,40304,4.945201854,272.5843393,18.94195934,274525.809,264879.9739,8744645138,15.98126994,0.995089427
250,>0 and <=0.25,-999,N.A.,2/1/2009,59835131.1,296,5.211786181,278.4524251,14.5981291,260298.8098,251974.4321,62194006,6.434033649,0.195570528
250,>0 and <=0.25,550,<=550,2/1/2009,7086759.094,59,5.194399248,294.2903794,43.96979062,167669.0709,157457.3,7765585,38.97129119,0.008852728
250,>0 and <=0.25,680,>550 and <=680,2/1/2009,1535619577,8476,5.211217457,280.3081285,24.98345874,247681.8889,238687.0678,1611738811,12.11843227,0.246286638
250,>0 and <=0.25,740,>680 and <=740,2/1/2009,5458651560,25474,5.211195823,291.2626699,20.85253175,278019.4432,269870.536,5683878264,14.01000988,0.635774468
250,>0 and <=0.25,29999,>740,2/1/2009,13027361996,60758,5.209169315,286.8433529,17.51680849,281532.2425,272606.4244,13654067832,18.18813676,1.170746591
29999,>0.25,-999,N.A.,2/1/2009,2430117492,14172,6.271536085,329.0380214,18.866245,237019.3185,231452.8603,2514147461,24.78560417,0.726068527
29999,>0.25,550,<=550,2/1/2009,2117239770,18474,7.418836029,313.723535,34.02224256,173251.3774,168248.7075,2222111250,32.46718684,0.117643137
29999,>0.25,680,>550 and <=680,2/1/2009,1.78618E+11,1039992,6.470222133,326.4245531,22.34540898,227888.5842,222654.7792,1.83532E+11,19.6046994,0.202465367
29999,>0.25,740,>680 and <=740,2/1/2009,3.01975E+11,1558403,6.273911034,326.3622932,21.07176223,252497.8744,246861.902,3.10355E+11,22.50127196,0.332495381
